w, c1, c2, fitness
-1.1, 0.05, 0.05, 801.5943719813896
0, 1.1500000000000001, 1.1500000000000001, 490.09945137294636
0.55, 0.6000000000000001, 0.6000000000000001, 351.06167299504517
-0.55, 1.7000000000000002, 1.7000000000000002, 958.3590047609226
-0.275, 0.8750000000000001, 1.425, 239.16695692231326
0.8250000000000002, 1.9750000000000003, 0.325, 7.786192881597028
0.2749999999999999, 0.325, 1.9750000000000003, 304.8068535520096
-0.8250000000000001, 1.425, 0.8750000000000001, 698.5664827557929
-0.6875, 0.7375, 2.1125, 1174.2190869901606
0.4125000000000001, 1.8375000000000001, 1.0125000000000002, 249.40356745686162
0.9624999999999999, 0.1875, 1.5625000000000002, 972.1891826146683
-0.13749999999999996, 1.2875, 0.4625, 229.12502514271824
-0.4125000000000001, 0.4625, 0.7375, 266.508701624564
0.6875, 1.5625000000000002, 1.8375000000000001, 3.051238837425556E-63
0.13749999999999996, 1.0125000000000002, 0.1875, 200.20182845590392
-0.9625000000000001, 2.1125, 1.2875, 909.5316206580009
-0.89375, 1.08125, 1.08125, 819.9177804447959
0.20625000000000004, 2.18125, 2.18125, 1026.243893796243
0.7562500000000001, 0.5312500000000001, 0.5312500000000001, 113.77557306642157
-0.34375, 1.63125, 1.63125, 834.8322375495242
-0.06875000000000009, 0.25625000000000003, 1.9062500000000002, 409.1801656281511
1.03125, 1.3562500000000002, 0.8062500000000001, 754.4606600080767
0.48124999999999996, 0.8062500000000001, 1.3562500000000002, 193.31966388153674
-0.61875, 1.9062500000000002, 0.25625000000000003, 138.90807634698714
-0.7562500000000001, 0.39375, 1.2187500000000002, 742.9101839583637
0.34375, 1.4937500000000001, 0.11875000000000001, 205.72254624075313
0.89375, 0.9437500000000001, 1.7687500000000003, 958.8841086111653
-0.20625000000000004, 2.04375, 0.6687500000000001, 271.9791747672749
-0.48125000000000007, 0.6687500000000001, 0.39375, 222.55908947623217
0.6187500000000001, 1.7687500000000003, 1.4937500000000001, 0.09613065105950862
0.06875000000000009, 0.11875000000000001, 0.9437500000000001, 476.36252622552894
-1.03125, 1.2187500000000002, 2.04375, 1141.1819392554248
-0.9968750000000001, 0.6343750000000001, 1.5968750000000003, 1015.8526799286271
0.10312499999999991, 1.7343750000000002, 0.496875, 297.39481886202617
0.653125, 0.084375, 2.146875, 0.05575594583017955
-0.446875, 1.1843750000000002, 1.046875, 114.0466476807384
-0.171875, 0.359375, 0.221875, 188.17445424873165
0.9281250000000001, 1.459375, 1.3218750000000001, 851.4069259824931
0.37812500000000004, 0.9093750000000002, 0.7718750000000001, 432.4425241191938
-0.721875, 2.009375, 1.8718750000000002, 1121.3045444602153
-0.5843750000000001, 0.221875, 0.6343750000000001, 233.75362726378992
0.515625, 1.3218750000000001, 1.7343750000000002, 30.912875663629606
1.0656250000000003, 0.7718750000000001, 0.084375, 498.4132698433693
-0.034375000000000044, 1.8718750000000002, 1.1843750000000002, 398.10720568192113
-0.30937500000000007, 1.046875, 2.009375, 1080.1988045242615
0.7906250000000001, 2.146875, 0.9093750000000002, 4.7627944654686026E-48
0.2406250000000001, 0.496875, 1.459375, 396.21716773549014
-0.859375, 1.5968750000000003, 0.359375, 552.4792864887665
-0.9281250000000001, 0.565625, 1.803125, 1094.4893001914058
0.171875, 1.6656250000000001, 0.7031250000000001, 430.0079017006082
0.721875, 1.115625, 1.253125, 16.299423231896927
-0.37812500000000004, 2.215625, 0.153125, 214.4917495928627
-0.10312500000000002, 0.8406250000000001, 0.9781250000000001, 400.47303085194505
0.9968750000000002, 1.9406250000000003, 2.078125, 1137.469622203654
0.44687500000000013, 0.290625, 0.42812500000000003, 413.835045703333
-0.6531250000000001, 1.3906250000000002, 1.5281250000000002, 873.2579161063354
-0.7906250000000001, 0.9781250000000001, 0.565625, 394.8319840403121
0.30937499999999996, 2.078125, 1.6656250000000001, 39.90316209764208
0.859375, 0.42812500000000003, 1.115625, 0.004980882479052353
-0.24062499999999998, 1.5281250000000002, 2.215625, 1167.367395614755
-0.515625, 0.153125, 1.3906250000000002, 136.93552806751302
0.5843750000000001, 1.253125, 0.290625, 341.23764289237243
0.034375000000000044, 0.7031250000000001, 1.9406250000000003, 315.6381901543371
-1.065625, 1.803125, 0.8406250000000001, 826.4265489982483
-1.0484375000000001, 0.9265625000000001, 1.8546875000000003, 1131.4620000177817
0.051562499999999956, 2.0265625000000003, 0.7546875000000001, 377.5567917737117
0.6015625, 0.3765625, 1.3046875000000002, 160.4222283915807
-0.4984375000000001, 1.4765625000000002, 0.20468750000000002, 207.18156972530198
-0.22343750000000007, 0.1015625, 1.0296875, 358.471325915754
0.8765625000000001, 1.2015625, 2.1296875, 1163.1569898401751
0.3265625000000001, 0.6515625, 0.47968750000000004, 408.56307994548627
-0.7734375, 1.7515625000000001, 1.5796875000000001, 1014.2579011677703
-0.6359375, 0.5140625000000001, 0.34218750000000003, 206.7486603531663
0.46406250000000004, 1.6140625000000002, 1.4421875000000002, 79.84748945646136
1.0140625, 1.0640625000000001, 0.8921875000000001, 772.8665274512636
-0.0859375, 2.1640625, 1.9921875000000002, 1108.534443830316
-0.3609375, 0.7890625000000001, 1.1671875, 270.7653158392924
0.7390625, 1.8890625, 0.06718750000000001, 303.6179753655561
0.1890624999999999, 0.2390625, 1.7171875, 440.172104089974
-0.9109375000000001, 1.3390625, 0.6171875000000001, 712.5926618466879
-0.8421875000000001, 0.3078125, 1.5109375000000003, 956.8836238952147
0.2578125, 1.4078125000000001, 0.4109375, 331.21908809144253
0.8078125, 0.8578125000000001, 2.0609375, 2.6657203374569305E-17
-0.29218750000000004, 1.9578125000000002, 0.9609375000000001, 230.34751247328916
-0.01718749999999991, 1.1328125000000002, 0.1359375, 188.04614001261444
1.0828125000000002, 2.2328125, 1.2359375000000001, 875.291278777608
0.5328125000000001, 0.5828125000000001, 0.6859375000000001, 333.46438003347856
-0.5671875000000001, 1.6828125000000003, 1.7859375000000002, 1030.454983613397
-0.7046875000000001, 0.7203125000000001, 0.8234375000000002, 403.2118480299775
0.39531249999999996, 1.8203125000000002, 1.9234375000000001, 1.0631993205574917
0.9453125, 0.17031250000000003, 0.2734375, 19.06068028731814
-0.15468749999999998, 1.2703125000000002, 1.3734375, 315.4782568139893
-0.4296875, 0.4453125, 2.1984375, 990.5054957377223
0.6703125000000001, 1.5453125, 1.0984375000000002, 23.157134671539904
0.12031250000000004, 0.9953125000000002, 1.6484375000000002, 331.74351797793696
-0.9796875, 2.0953125, 0.5484375, 792.398482716765
-1.0140625, 0.34218750000000003, 0.9265625000000001, 831.6522578404473
0.0859375, 1.4421875000000002, 2.0265625000000003, 119.65437184388621
0.6359375, 0.8921875000000001, 0.3765625, 296.38005330121626
-0.46406250000000004, 1.9921875000000002, 1.4765625000000002, 694.0053868070839
-0.18906250000000002, 0.6171875000000001, 1.7515625000000001, 256.12310585121384
0.9109375000000002, 1.7171875, 0.6515625, 495.40861952206586
0.36093750000000013, 0.06718750000000001, 1.2015625, 485.9486472436214
-0.7390625000000001, 1.1671875, 0.1015625, 111.96177884667331
-0.6015625, 1.0296875, 1.3390625, 699.8042290276412
0.4984375000000001, 2.1296875, 0.2390625, 318.30895776832756
1.0484375, 0.47968750000000004, 1.8890625, 1129.4555623797912
-0.051562499999999956, 1.5796875000000001, 0.7890625000000001, 374.36586845752385
-0.3265625, 0.20468750000000002, 0.5140625000000001, 231.3876353049826
0.7734375, 1.3046875000000002, 1.6140625000000002, 4.138158200462763E-44
0.22343749999999996, 0.7546875000000001, 1.0640625000000001, 496.7629155329292
-0.8765625000000001, 1.8546875000000003, 2.1640625, 1174.3942975020263
-0.9453125000000001, 0.8234375000000002, 0.3078125, 683.0788664576432
0.1546875000000001, 1.9234375000000001, 1.4078125000000001, 326.24797869493074
0.7046875000000001, 0.2734375, 0.8578125000000001, 140.92988844703584
-0.39531250000000007, 1.3734375, 1.9578125000000002, 1082.4819861551762
-0.12031250000000004, 0.5484375, 1.6828125000000003, 358.8724793663762
0.9796875000000003, 1.6484375000000002, 0.5828125000000001, 639.7284370949006
0.4296875, 1.0984375000000002, 2.2328125, 9.69656541449363
-0.6703125000000001, 2.1984375, 1.1328125000000002, 604.1875688239401
-0.8078125, 0.1359375, 2.0953125, 1170.566742331397
0.29218750000000004, 1.2359375000000001, 0.9953125000000002, 430.7551436824933
0.8421875000000001, 0.6859375000000001, 1.5453125, 1.9756435344423904E-27
-0.2578125, 1.7859375000000002, 0.4453125, 209.25744313945614
-0.5328125, 0.9609375000000001, 0.7203125000000001, 191.98844102739798
0.5671875, 2.0609375, 1.8203125000000002, 3.0319778580877244E-78
0.01718749999999991, 0.4109375, 0.17031250000000003, 193.5540255063815
-1.0828125000000002, 1.5109375000000003, 1.2703125000000002, 916.6242888522346
-1.07421875, 0.7804687500000002, 0.69453125, 819.9239802556428
0.02578125000000009, 1.8804687500000001, 1.7945312500000001, 61.88274388434395
0.5757812500000001, 0.23046875, 0.14453125, 283.568198265715
-0.5242187500000001, 1.33046875, 1.24453125, 475.93561847905744
-0.24921875000000004, 0.50546875, 2.06953125, 82.56238327804259
0.85078125, 1.6054687500000002, 0.9695312500000001, 1.173162014906935E-33
0.30078125, 1.0554687500000002, 1.5195312500000002, 277.87477702320194
